index,LAUS,FIPS_state,FIPS_county,county_state,year,labor_force,employed,unemployed,unemployment_rate,county,state
40,CN0108100000000,1.0,81.0,"Lee County, AL",2003,60597.0,57747.0,2850.0,4.7,Lee , AL
41,CN0108300000000,1.0,83.0,"Limestone County, AL",2003,33924.0,32046.0,1878.0,5.5,Limestone , AL
42,CN0108500000000,1.0,85.0,"Lowndes County, AL",2003,5021.0,4557.0,464.0,9.2,Lowndes , AL
43,CN0108700000000,1.0,87.0,"Macon County, AL",2003,8522.0,7924.0,598.0,7.0,Macon , AL
44,CN0108900000000,1.0,89.0,"Madison County, AL",2003,154255.0,146915.0,7340.0,4.8,Madison , AL
45,CN0109100000000,1.0,91.0,"Marengo County, AL",2003,8999.0,8431.0,568.0,6.3,Marengo , AL
46,CN0109300000000,1.0,93.0,"Marion County, AL",2003,13071.0,12130.0,941.0,7.2,Marion , AL
47,CN0109500000000,1.0,95.0,"Marshall County, AL",2003,40587.0,38316.0,2271.0,5.6,Marshall , AL
48,CN0109700000000,1.0,97.0,"Mobile County, AL",2003,180242.0,167696.0,12546.0,7.0,Mobile , AL
49,CN0109900000000,1.0,99.0,"Monroe County, AL",2003,9417.0,8627.0,790.0,8.4,Monroe , AL
50,CN0110100000000,1.0,101.0,"Montgomery County, AL",2003,104505.0,98402.0,6103.0,5.8,Montgomery , AL
51,CN0110300000000,1.0,103.0,"Morgan County, AL",2003,55227.0,51605.0,3622.0,6.6,Morgan , AL
52,CN0110500000000,1.0,105.0,"Perry County, AL",2003,3843.0,3432.0,411.0,10.7,Perry , AL
53,CN0110700000000,1.0,107.0,"Pickens County, AL",2003,8138.0,7475.0,663.0,8.1,Pickens , AL
54,CN0110900000000,1.0,109.0,"Pike County, AL",2003,14397.0,13556.0,841.0,5.8,Pike , AL
55,CN0111100000000,1.0,111.0,"Randolph County, AL",2003,9791.0,9061.0,730.0,7.5,Randolph , AL
56,CN0111300000000,1.0,113.0,"Russell County, AL",2003,21870.0,20224.0,1646.0,7.5,Russell , AL
57,CN0111500000000,1.0,115.0,"St. Clair County, AL",2003,32291.0,30607.0,1684.0,5.2,St. Clair , AL
58,CN0111700000000,1.0,117.0,"Shelby County, AL",2003,88275.0,85144.0,3131.0,3.5,Shelby , AL
59,CN0111900000000,1.0,119.0,"Sumter County, AL",2003,5110.0,4594.0,516.0,10.1,Sumter , AL
60,CN0112100000000,1.0,121.0,"Talladega County, AL",2003,38205.0,35246.0,2959.0,7.7,Talladega , AL
61,CN0112300000000,1.0,123.0,"Tallapoosa County, AL",2003,18456.0,17174.0,1282.0,6.9,Tallapoosa , AL
62,CN0112500000000,1.0,125.0,"Tuscaloosa County, AL",2003,82091.0,78055.0,4036.0,4.9,Tuscaloosa , AL
63,CN0112700000000,1.0,127.0,"Walker County, AL",2003,30327.0,28360.0,1967.0,6.5,Walker , AL
64,CN0112900000000,1.0,129.0,"Washington County, AL",2003,7103.0,6362.0,741.0,10.4,Washington , AL
65,CN0113100000000,1.0,131.0,"Wilcox County, AL",2003,3818.0,3345.0,473.0,12.4,Wilcox , AL
66,CN0113300000000,1.0,133.0,"Winston County, AL",2003,10407.0,9418.0,989.0,9.5,Winston , AL
67,CN0201300000000,2.0,13.0,"Aleutians East Borough, AK",2003,1010.0,911.0,99.0,9.8,Aleutians East Borough, AK
68,CN0201600000000,2.0,16.0,"Aleutians West Census Area, AK",2003,2931.0,2743.0,188.0,6.4,Aleutians West Census Area, AK
69,CN0202000000000,2.0,20.0,"Anchorage Borough/municipality, AK",2003,145428.0,136227.0,9201.0,6.3,Anchorage Borough/municipality, AK
70,CN0205000000000,2.0,50.0,"Bethel Census Area, AK",2003,7059.0,6192.0,867.0,12.3,Bethel Census Area, AK
71,CN0206000000000,2.0,60.0,"Bristol Bay Borough, AK",2003,971.0,910.0,61.0,6.3,Bristol Bay Borough, AK
72,CN0206800000000,2.0,68.0,"Denali Borough, AK",2003,1408.0,1283.0,125.0,8.9,Denali Borough, AK
73,CN0207000000000,2.0,70.0,"Dillingham Census Area, AK",2003,1923.0,1708.0,215.0,11.2,Dillingham Census Area, AK
74,CN0209000000000,2.0,90.0,"Fairbanks North Star Borough, AK",2003,42599.0,39603.0,2996.0,7.0,Fairbanks North Star Borough, AK
75,CN0210000000000,2.0,100.0,"Haines Borough, AK",2003,1360.0,1200.0,160.0,11.8,Haines Borough, AK
76,CN0211000000000,2.0,110.0,"Juneau Borough/city, AK",2003,18058.0,17005.0,1053.0,5.8,Juneau Borough/city, AK
77,CN0212200000000,2.0,122.0,"Kenai Peninsula Borough, AK",2003,25039.0,22476.0,2563.0,10.2,Kenai Peninsula Borough, AK
78,CN0213000000000,2.0,130.0,"Ketchikan Gateway Borough, AK",2003,7789.0,7156.0,633.0,8.1,Ketchikan Gateway Borough, AK
79,CN0215000000000,2.0,150.0,"Kodiak Island Borough, AK",2003,5961.0,5377.0,584.0,9.8,Kodiak Island Borough, AK
80,CN0215800000000,2.0,158.0,"Kusilvak Census Area, AK",2003,2656.0,2176.0,480.0,18.1,Kusilvak Census Area, AK
81,CN0216400000000,2.0,164.0,"Lake and Peninsula Borough, AK",2003,942.0,865.0,77.0,8.2,Lake and Peninsula Borough, AK
82,CN0217000000000,2.0,170.0,"Matanuska-Susitna Borough, AK",2003,32820.0,29928.0,2892.0,8.8,Matanuska-Susitna Borough, AK
83,CN0218000000000,2.0,180.0,"Nome Census Area, AK",2003,3913.0,3486.0,427.0,10.9,Nome Census Area, AK
84,CN0218500000000,2.0,185.0,"North Slope Borough, AK",2003,3701.0,3318.0,383.0,10.3,North Slope Borough, AK
85,CN0218800000000,2.0,188.0,"Northwest Arctic Borough, AK",2003,2979.0,2584.0,395.0,13.3,Northwest Arctic Borough, AK
86,CN0220100000000,2.0,201.0,"Prince of Wales-Outer Ketchikan Census Area, AK",2003,2451.0,2092.0,359.0,14.6,Prince of Wales-Outer Ketchikan Census Area, AK
87,CN0222000000000,2.0,220.0,"Sitka Borough/city, AK",2003,4664.0,4373.0,291.0,6.2,Sitka Borough/city, AK
88,CN0223200000000,2.0,232.0,"Skagway-Hoonah-Angoon Census Area, AK",2003,1876.0,1651.0,225.0,12.0,Skagway-Hoonah-Angoon Census Area, AK
89,CN0224000000000,2.0,240.0,"Southeast Fairbanks Census Area, AK",2003,2506.0,2180.0,326.0,13.0,Southeast Fairbanks Census Area, AK
90,CN0226100000000,2.0,261.0,"Valdez-Cordova Census Area, AK",2003,5375.0,4829.0,546.0,10.2,Valdez-Cordova Census Area, AK
91,CN0228000000000,2.0,280.0,"Wrangell-Petersburg Census Area, AK",2003,3011.0,2642.0,369.0,12.3,Wrangell-Petersburg Census Area, AK
92,CN0228200000000,2.0,282.0,"Yakutat Borough/city, AK",2003,302.0,268.0,34.0,11.3,Yakutat Borough/city, AK
93,CN0229000000000,2.0,290.0,"Yukon-Koyukuk Census Area, AK",2003,2941.0,2542.0,399.0,13.6,Yukon-Koyukuk Census Area, AK
94,CN0400100000000,4.0,1.0,"Apache County, AZ",2003,20638.0,18198.0,2440.0,11.8,Apache , AZ
95,CN0400300000000,4.0,3.0,"Cochise County, AZ",2003,54049.0,50985.0,3064.0,5.7,Cochise , AZ
96,CN0400500000000,4.0,5.0,"Coconino County, AZ",2003,65739.0,61985.0,3754.0,5.7,Coconino , AZ
97,CN0400700000000,4.0,7.0,"Gila County, AZ",2003,21039.0,19511.0,1528.0,7.3,Gila , AZ
98,CN0400900000000,4.0,9.0,"Graham County, AZ",2003,12170.0,11320.0,850.0,7.0,Graham , AZ
99,CN0401100000000,4.0,11.0,"Greenlee County, AZ",2003,3531.0,3285.0,246.0,7.0,Greenlee , AZ
100,CN0401200000000,4.0,12.0,"La Paz County, AZ",2003,7451.0,6925.0,526.0,7.1,La Paz , AZ
101,CN0401300000000,4.0,13.0,"Maricopa County, AZ",2003,1749197.0,1658323.0,90874.0,5.2,Maricopa , AZ
102,CN0401500000000,4.0,15.0,"Mohave County, AZ",2003,82110.0,78073.0,4037.0,4.9,Mohave , AZ
103,CN0401700000000,4.0,17.0,"Navajo County, AZ",2003,38252.0,34962.0,3290.0,8.6,Navajo , AZ
104,CN0401900000000,4.0,19.0,"Pima County, AZ",2003,429349.0,406481.0,22868.0,5.3,Pima , AZ
105,CN0402100000000,4.0,21.0,"Pinal County, AZ",2003,78892.0,73375.0,5517.0,7.0,Pinal , AZ
106,CN0402300000000,4.0,23.0,"Santa Cruz County, AZ",2003,15707.0,14208.0,1499.0,9.5,Santa Cruz , AZ
107,CN0402500000000,4.0,25.0,"Yavapai County, AZ",2003,85008.0,80664.0,4344.0,5.1,Yavapai , AZ
108,CN0402700000000,4.0,27.0,"Yuma County, AZ",2003,72869.0,60560.0,12309.0,16.9,Yuma , AZ
109,CN0500100000000,5.0,1.0,"Arkansas County, AR",2003,10716.0,10120.0,596.0,5.6,Arkansas , AR
110,CN0500300000000,5.0,3.0,"Ashley County, AR",2003,9989.0,9040.0,949.0,9.5,Ashley , AR
111,CN0500500000000,5.0,5.0,"Baxter County, AR",2003,15939.0,14871.0,1068.0,6.7,Baxter , AR
112,CN0500700000000,5.0,7.0,"Benton County, AR",2003,87883.0,84706.0,3177.0,3.6,Benton , AR
113,CN0500900000000,5.0,9.0,"Boone County, AR",2003,16050.0,15113.0,937.0,5.8,Boone , AR
114,CN0501100000000,5.0,11.0,"Bradley County, AR",2003,5488.0,5089.0,399.0,7.3,Bradley , AR
115,CN0501300000000,5.0,13.0,"Calhoun County, AR",2003,2537.0,2336.0,201.0,7.9,Calhoun , AR
116,CN0501500000000,5.0,15.0,"Carroll County, AR",2003,13223.0,12581.0,642.0,4.9,Carroll , AR
117,CN0501700000000,5.0,17.0,"Chicot County, AR",2003,5174.0,4626.0,548.0,10.6,Chicot , AR
118,CN0501900000000,5.0,19.0,"Clark County, AR",2003,11145.0,10428.0,717.0,6.4,Clark , AR
119,CN0502100000000,5.0,21.0,"Clay County, AR",2003,7491.0,6882.0,609.0,8.1,Clay , AR
120,CN0502300000000,5.0,23.0,"Cleburne County, AR",2003,10900.0,10278.0,622.0,5.7,Cleburne , AR
121,CN0502500000000,5.0,25.0,"Cleveland County, AR",2003,3969.0,3721.0,248.0,6.2,Cleveland , AR
122,CN0502700000000,5.0,27.0,"Columbia County, AR",2003,10697.0,9970.0,727.0,6.8,Columbia , AR
123,CN0502900000000,5.0,29.0,"Conway County, AR",2003,9596.0,8993.0,603.0,6.3,Conway , AR
124,CN0503100000000,5.0,31.0,"Craighead County, AR",2003,42858.0,40458.0,2400.0,5.6,Craighead , AR
125,CN0503300000000,5.0,33.0,"Crawford County, AR",2003,25250.0,23893.0,1357.0,5.4,Crawford , AR
126,CN0503500000000,5.0,35.0,"Crittenden County, AR",2003,21317.0,19869.0,1448.0,6.8,Crittenden , AR
127,CN0503700000000,5.0,37.0,"Cross County, AR",2003,8681.0,8030.0,651.0,7.5,Cross , AR
128,CN0503900000000,5.0,39.0,"Dallas County, AR",2003,3821.0,3516.0,305.0,8.0,Dallas , AR
129,CN0504100000000,5.0,41.0,"Desha County, AR",2003,6162.0,5607.0,555.0,9.0,Desha , AR
130,CN0504300000000,5.0,43.0,"Drew County, AR",2003,8514.0,7837.0,677.0,8.0,Drew , AR
131,CN0504500000000,5.0,45.0,"Faulkner County, AR",2003,47763.0,45147.0,2616.0,5.5,Faulkner , AR
132,CN0504700000000,5.0,47.0,"Franklin County, AR",2003,7971.0,7581.0,390.0,4.9,Franklin , AR
133,CN0504900000000,5.0,49.0,"Fulton County, AR",2003,4966.0,4654.0,312.0,6.3,Fulton , AR
134,CN0505100000000,5.0,51.0,"Garland County, AR",2003,39209.0,36682.0,2527.0,6.4,Garland , AR
135,CN0505300000000,5.0,53.0,"Grant County, AR",2003,8096.0,7641.0,455.0,5.6,Grant , AR
136,CN0505500000000,5.0,55.0,"Greene County, AR",2003,17113.0,15956.0,1157.0,6.8,Greene , AR
137,CN0505700000000,5.0,57.0,"Hempstead County, AR",2003,11068.0,10473.0,595.0,5.4,Hempstead , AR
138,CN0505900000000,5.0,59.0,"Hot Spring County, AR",2003,14214.0,13260.0,954.0,6.7,Hot Spring , AR
139,CN0506100000000,5.0,61.0,"Howard County, AR",2003,6528.0,6132.0,396.0,6.1,Howard , AR
140,CN0506300000000,5.0,63.0,"Independence County, AR",2003,17007.0,15905.0,1102.0,6.5,Independence , AR
141,CN0506500000000,5.0,65.0,"Izard County, AR",2003,5206.0,4794.0,412.0,7.9,Izard , AR
142,CN0506700000000,5.0,67.0,"Jackson County, AR",2003,7781.0,7080.0,701.0,9.0,Jackson , AR
143,CN0506900000000,5.0,69.0,"Jefferson County, AR",2003,35724.0,32855.0,2869.0,8.0,Jefferson , AR
144,CN0507100000000,5.0,71.0,"Johnson County, AR",2003,10649.0,10064.0,585.0,5.5,Johnson , AR
145,CN0507300000000,5.0,73.0,"Lafayette County, AR",2003,3369.0,3167.0,202.0,6.0,Lafayette , AR
146,CN0507500000000,5.0,75.0,"Lawrence County, AR",2003,7720.0,7060.0,660.0,8.5,Lawrence , AR
147,CN0507700000000,5.0,77.0,"Lee County, AR",2003,3664.0,3237.0,427.0,11.7,Lee , AR
148,CN0507900000000,5.0,79.0,"Lincoln County, AR",2003,5074.0,4660.0,414.0,8.2,Lincoln , AR
149,CN0508100000000,5.0,81.0,"Little River County, AR",2003,6398.0,6084.0,314.0,4.9,Little River , AR
150,CN0508300000000,5.0,83.0,"Logan County, AR",2003,9938.0,9372.0,566.0,5.7,Logan , AR
151,CN0508500000000,5.0,85.0,"Lonoke County, AR",2003,27489.0,26153.0,1336.0,4.9,Lonoke , AR
152,CN0508700000000,5.0,87.0,"Madison County, AR",2003,7175.0,6890.0,285.0,4.0,Madison , AR
153,CN0508900000000,5.0,89.0,"Marion County, AR",2003,6498.0,6075.0,423.0,6.5,Marion , AR
154,CN0509100000000,5.0,91.0,"Miller County, AR",2003,18224.0,17296.0,928.0,5.1,Miller , AR
155,CN0509300000000,5.0,93.0,"Mississippi County, AR",2003,20220.0,17797.0,2423.0,12.0,Mississippi , AR
156,CN0509500000000,5.0,95.0,"Monroe County, AR",2003,3968.0,3668.0,300.0,7.6,Monroe , AR
157,CN0509700000000,5.0,97.0,"Montgomery County, AR",2003,4249.0,4010.0,239.0,5.6,Montgomery , AR
158,CN0509900000000,5.0,99.0,"Nevada County, AR",2003,4493.0,4265.0,228.0,5.1,Nevada , AR
159,CN0510100000000,5.0,101.0,"Newton County, AR",2003,3615.0,3404.0,211.0,5.8,Newton , AR
160,CN0510300000000,5.0,103.0,"Ouachita County, AR",2003,12085.0,11122.0,963.0,8.0,Ouachita , AR
161,CN0510500000000,5.0,105.0,"Perry County, AR",2003,4778.0,4446.0,332.0,6.9,Perry , AR
162,CN0510700000000,5.0,107.0,"Phillips County, AR",2003,9175.0,8367.0,808.0,8.8,Phillips , AR
163,CN0510900000000,5.0,109.0,"Pike County, AR",2003,5189.0,4904.0,285.0,5.5,Pike , AR
164,CN0511100000000,5.0,111.0,"Poinsett County, AR",2003,11200.0,10370.0,830.0,7.4,Poinsett , AR
165,CN0511300000000,5.0,113.0,"Polk County, AR",2003,8587.0,7925.0,662.0,7.7,Polk , AR
166,CN0511500000000,5.0,115.0,"Pope County, AR",2003,26555.0,25020.0,1535.0,5.8,Pope , AR
167,CN0511700000000,5.0,117.0,"Prairie County, AR",2003,4457.0,4221.0,236.0,5.3,Prairie , AR
168,CN0511900000000,5.0,119.0,"Pulaski County, AR",2003,181174.0,171643.0,9531.0,5.3,Pulaski , AR
169,CN0512100000000,5.0,121.0,"Randolph County, AR",2003,7838.0,7087.0,751.0,9.6,Randolph , AR
170,CN0512300000000,5.0,123.0,"St. Francis County, AR",2003,10823.0,9805.0,1018.0,9.4,St. Francis , AR
171,CN0512500000000,5.0,125.0,"Saline County, AR",2003,43406.0,41275.0,2131.0,4.9,Saline , AR
172,CN0512700000000,5.0,127.0,"Scott County, AR",2003,4706.0,4477.0,229.0,4.9,Scott , AR
173,CN0512900000000,5.0,129.0,"Searcy County, AR",2003,3373.0,3184.0,189.0,5.6,Searcy , AR
174,CN0513100000000,5.0,131.0,"Sebastian County, AR",2003,56011.0,53227.0,2784.0,5.0,Sebastian , AR
175,CN0513300000000,5.0,133.0,"Sevier County, AR",2003,7396.0,7048.0,348.0,4.7,Sevier , AR
176,CN0513500000000,5.0,135.0,"Sharp County, AR",2003,6401.0,5845.0,556.0,8.7,Sharp , AR
177,CN0513700000000,5.0,137.0,"Stone County, AR",2003,4479.0,4138.0,341.0,7.6,Stone , AR
178,CN0513900000000,5.0,139.0,"Union County, AR",2003,19714.0,18137.0,1577.0,8.0,Union , AR
179,CN0514100000000,5.0,141.0,"Van Buren County, AR",2003,6812.0,6320.0,492.0,7.2,Van Buren , AR
180,CN0514300000000,5.0,143.0,"Washington County, AR",2003,90430.0,86944.0,3486.0,3.9,Washington , AR
181,CN0514500000000,5.0,145.0,"White County, AR",2003,30761.0,28791.0,1970.0,6.4,White , AR
182,CN0514700000000,5.0,147.0,"Woodruff County, AR",2003,3774.0,3408.0,366.0,9.7,Woodruff , AR
183,CN0514900000000,5.0,149.0,"Yell County, AR",2003,9793.0,9273.0,520.0,5.3,Yell , AR
184,CN0600100000000,6.0,1.0,"Alameda County, CA",2003,754375.0,702984.0,51391.0,6.8,Alameda , CA
185,CN0600300000000,6.0,3.0,"Alpine County, CA",2003,554.0,508.0,46.0,8.3,Alpine , CA
186,CN0600500000000,6.0,5.0,"Amador County, CA",2003,16389.0,15384.0,1005.0,6.1,Amador , CA
187,CN0600700000000,6.0,7.0,"Butte County, CA",2003,98296.0,90885.0,7411.0,7.5,Butte , CA
188,CN0600900000000,6.0,9.0,"Calaveras County, CA",2003,19854.0,18398.0,1456.0,7.3,Calaveras , CA
189,CN0601100000000,6.0,11.0,"Colusa County, CA",2003,9433.0,8086.0,1347.0,14.3,Colusa , CA
190,CN0601300000000,6.0,13.0,"Contra Costa County, CA",2003,508420.0,477620.0,30800.0,6.1,Contra Costa , CA
191,CN0601500000000,6.0,15.0,"Del Norte County, CA",2003,10313.0,9440.0,873.0,8.5,Del Norte , CA
192,CN0601700000000,6.0,17.0,"El Dorado County, CA",2003,87468.0,82631.0,4837.0,5.5,El Dorado , CA
193,CN0601900000000,6.0,19.0,"Fresno County, CA",2003,403733.0,356645.0,47088.0,11.7,Fresno , CA
194,CN0602100000000,6.0,21.0,"Glenn County, CA",2003,11124.0,9992.0,1132.0,10.2,Glenn , CA
195,CN0602300000000,6.0,23.0,"Humboldt County, CA",2003,60584.0,56464.0,4120.0,6.8,Humboldt , CA
196,CN0602500000000,6.0,25.0,"Imperial County, CA",2003,58642.0,49550.0,9092.0,15.5,Imperial , CA
197,CN0602700000000,6.0,27.0,"Inyo County, CA",2003,9097.0,8576.0,521.0,5.7,Inyo , CA
198,CN0602900000000,6.0,29.0,"Kern County, CA",2003,311344.0,279400.0,31944.0,10.3,Kern , CA
199,CN0603100000000,6.0,31.0,"Kings County, CA",2003,53114.0,46796.0,6318.0,11.9,Kings , CA
200,CN0603300000000,6.0,33.0,"Lake County, CA",2003,25856.0,23508.0,2348.0,9.1,Lake , CA
201,CN0603500000000,6.0,35.0,"Lassen County, CA",2003,12313.0,11373.0,940.0,7.6,Lassen , CA
202,CN0603700000000,6.0,37.0,"Los Angeles County, CA",2003,4739472.0,4409913.0,329559.0,7.0,Los Angeles , CA
203,CN0603900000000,6.0,39.0,"Madera County, CA",2003,58971.0,52916.0,6055.0,10.3,Madera , CA
204,CN0604100000000,6.0,41.0,"Marin County, CA",2003,130647.0,124287.0,6360.0,4.9,Marin , CA
205,CN0604300000000,6.0,43.0,"Mariposa County, CA",2003,8416.0,7839.0,577.0,6.9,Mariposa , CA
206,CN0604500000000,6.0,45.0,"Mendocino County, CA",2003,44970.0,41898.0,3072.0,6.8,Mendocino , CA
207,CN0604700000000,6.0,47.0,"Merced County, CA",2003,96839.0,85757.0,11082.0,11.4,Merced , CA
208,CN0604900000000,6.0,49.0,"Modoc County, CA",2003,4203.0,3839.0,364.0,8.7,Modoc , CA
209,CN0605100000000,6.0,51.0,"Mono County, CA",2003,8271.0,7856.0,415.0,5.0,Mono , CA
210,CN0605300000000,6.0,53.0,"Monterey County, CA",2003,208693.0,190091.0,18602.0,8.9,Monterey , CA
211,CN0605500000000,6.0,55.0,"Napa County, CA",2003,70670.0,67261.0,3409.0,4.8,Napa , CA
212,CN0605700000000,6.0,57.0,"Nevada County, CA",2003,48277.0,45602.0,2675.0,5.5,Nevada , CA
213,CN0605900000000,6.0,59.0,"Orange County, CA",2003,1545768.0,1472492.0,73276.0,4.7,Orange , CA
214,CN0606100000000,6.0,61.0,"Placer County, CA",2003,152740.0,145004.0,7736.0,5.1,Placer , CA
215,CN0606300000000,6.0,63.0,"Plumas County, CA",2003,10443.0,9420.0,1023.0,9.8,Plumas , CA
216,CN0606500000000,6.0,65.0,"Riverside County, CA",2003,775966.0,725702.0,50264.0,6.5,Riverside , CA
217,CN0606700000000,6.0,67.0,"Sacramento County, CA",2003,652166.0,614089.0,38077.0,5.8,Sacramento , CA
218,CN0606900000000,6.0,69.0,"San Benito County, CA",2003,25500.0,22974.0,2526.0,9.9,San Benito , CA
219,CN0607100000000,6.0,71.0,"San Bernardino County, CA",2003,802230.0,752340.0,49890.0,6.2,San Bernardino , CA
220,CN0607300000000,6.0,73.0,"San Diego County, CA",2003,1457538.0,1382273.0,75265.0,5.2,San Diego , CA
221,CN0607500000000,6.0,75.0,"San Francisco County/city, CA",2003,429292.0,400587.0,28705.0,6.7,San Francisco , CA
222,CN0607700000000,6.0,77.0,"San Joaquin County, CA",2003,278846.0,253418.0,25428.0,9.1,San Joaquin , CA
223,CN0607900000000,6.0,79.0,"San Luis Obispo County, CA",2003,127924.0,121939.0,5985.0,4.7,San Luis Obispo , CA
224,CN0608100000000,6.0,81.0,"San Mateo County, CA",2003,366878.0,345638.0,21240.0,5.8,San Mateo , CA
225,CN0608300000000,6.0,83.0,"Santa Barbara County, CA",2003,207876.0,197443.0,10433.0,5.0,Santa Barbara , CA
226,CN0608500000000,6.0,85.0,"Santa Clara County, CA",2003,843720.0,773878.0,69842.0,8.3,Santa Clara , CA
227,CN0608700000000,6.0,87.0,"Santa Cruz County, CA",2003,144155.0,133052.0,11103.0,7.7,Santa Cruz , CA
228,CN0608900000000,6.0,89.0,"Shasta County, CA",2003,82380.0,76198.0,6182.0,7.5,Shasta , CA
229,CN0609100000000,6.0,91.0,"Sierra County, CA",2003,1635.0,1483.0,152.0,9.3,Sierra , CA
230,CN0609300000000,6.0,93.0,"Siskiyou County, CA",2003,19216.0,17399.0,1817.0,9.5,Siskiyou , CA
231,CN0609500000000,6.0,95.0,"Solano County, CA",2003,205399.0,192560.0,12839.0,6.3,Solano , CA
232,CN0609700000000,6.0,97.0,"Sonoma County, CA",2003,252912.0,239225.0,13687.0,5.4,Sonoma , CA
233,CN0609900000000,6.0,99.0,"Stanislaus County, CA",2003,221714.0,199975.0,21739.0,9.8,Stanislaus , CA
